car_ID,symboling,CarName,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
-1.7236222864675912,1.7434704321932961,-1.9453323887943403,0.3287979746107145,-0.4692953177244529,-1.1303883305208782,-3.050975249666873,1.2133304110819938,-0.12186666955535813,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,-2.8651054905,-0.35288699147728475,0.0744489251157203,0.8695675003715151,0.5190713849456007,-1.839377336831407,-0.2883489098618655,0.17448277916253407,-0.2629602160773477,-0.6465530277621856,-0.5460587369032711,13495.0
-1.7067240287571246,1.7434704321932961,-1.9453323887943403,0.3287979746107145,-0.4692953177244529,-1.1303883305208782,-3.050975249666873,1.2133304110819938,-0.12186666955535813,-1.6907718018201774,-0.42652146835701304,-0.8447823517277104,-2.0204173044647122,-0.014566282137926123,-2.8651054905,-0.35288699147728475,0.0744489251157203,0.8695675003715151,0.5190713849456007,-1.839377336831407,-0.2883489098618655,0.17448277916253407,-0.2629602160773477,-0.6465530277621856,-0.5460587369032711,16500.0
-1.689825771046658,0.13350899705984703,-1.9453323887943403,0.3287979746107145,-0.4692953177244529,-1.1303883305208782,-0.7172068683918397,1.2133304110819938,-0.12186666955535813,-0.7085958764076113,-0.23151304680543727,-0.19056612143668694,-0.5435274761218468,0.5148819161377617,1.8868898618665049,1.502031809877672,0.6040461684467903,0.8695675003715151,-2.404880294774036,0.6859461601154123,-0.2883489098618655,1.2645364278639772,-0.2629602160773477,-0.9530116883199847,-0.6916270607851575,16500.0
-1.6729275133361914,0.9384897146265716,-1.785878914303001,0.3287979746107145,-0.4692953177244529,0.8846517369293827,0.449677322245677,-0.5890807068296638,-0.12186666955535813,0.17369775150537034,0.2072559016856128,0.1365419937088248,0.23594215550355344,-0.4207974451785447,-0.0139082790800971,-0.35288699147728475,-0.43107571624575564,0.8695675003715151,-0.5172659192588284,0.4621833186137945,-0.035972825318776304,-0.05366798451916333,0.7878554622044521,-0.18686503692548712,-0.10935376525761202,13950.0
-1.6560292556257248,0.9384897146265716,-1.785878914303001,0.3287979746107145,-0.4692953177244529,0.8846517369293827,0.449677322245677,-2.3914918247413217,-0.12186666955535813,0.1071095531723165,0.2072559016856128,0.23000145517897197,0.23594215550355344,0.5168071823133096,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715151,-0.5172659192588284,0.4621833186137945,-0.5407249944049548,0.2758831185766218,0.7878554622044521,-1.1062410185988842,-1.273900356312703,17450.0
-1.6391309979152584,0.9384897146265716,-1.785878914303001,0.3287979746107145,-0.4692953177244529,-1.1303883305208782,0.449677322245677,-0.5890807068296638,-0.12186666955535813,0.17369775150537034,0.26413335797149096,0.18327172444389506,-0.2563544539440664,-0.0935021953353923,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715151,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,15250.0
-1.6222327402047918,0.13350899705984703,-1.785878914303001,0.3287979746107145,-0.4692953177244529,0.8846517369293827,0.449677322245677,-0.5890807068296638,-0.12186666955535813,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.5553125058242687,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715151,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,17710.0
-1.6053344824943252,0.13350899705984703,-1.785878914303001,0.3287979746107145,-0.4692953177244529,0.8846517369293827,1.6165615128831936,-0.5890807068296638,-0.12186666955535813,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8102881998591143,0.7670917851345438,-0.0139082790800971,0.5745724092001936,0.21888453693328483,0.8695675003715151,-0.5172659192588284,0.4621833186137945,-0.41453695213341013,0.14913269430901213,0.7878554622044521,-0.9530116883199847,-0.8371953846670438,18920.0
-1.5884362247838586,0.13350899705984703,-1.785878914303001,0.3287979746107145,2.130854415613732,0.8846517369293827,0.449677322245677,-0.5890807068296638,-0.12186666955535813,1.1725207265011992,1.5154373962607788,2.566487991932618,0.8923376347670494,1.021226920306874,-0.0139082790800971,0.5745724092001936,0.09852152708531438,0.8695675003715151,-0.7393381987312061,0.4621833186137945,-0.4650121690420278,0.9096352399146702,0.7878554622044521,-1.2594703488777836,-1.5650370040764756,23875.0
-1.571537967073392,-0.6714717205068775,-1.785878914303001,0.3287979746107145,2.130854415613732,-1.1303883305208782,-0.7172068683918397,-2.3914918247413217,-0.12186666955535813,0.12375660275557937,0.3372615160533307,0.9309474162050657,-0.7076263459377201,0.9576931365137914,-0.0139082790800971,0.5745724092001936,0.09852152708531438,0.8695675003715151,-0.7393381987312061,0.4621833186137945,-0.7931010789480439,1.4166369369851088,0.7878554622044521,-1.4126996791566833,-1.273900356312703,17859.167
